"Incident ID","Incident Date",State,"City Or County",Address,"# Victims Injured","# Victims Killed","# Subjects-Suspects Injured","# Subjects-Suspects Killed","# Subjects-Suspects Arrested",Operations
1540841,"November 3, 2019",Texas,Nacogdoches,"Sandyland Cir and CR 823",3,1,0,0,1,N/A
1540280,"November 2, 2019",Louisiana,"Baton Rouge","137 Taylor St",4,0,0,0,0,N/A
1540240,"November 2, 2019",Michigan,Detroit,"7000 block of E. Kirby",4,1,0,0,0,N/A
1539572,"November 1, 2019",Arizona,Tolleson,"2434 S 86th Ln",5,0,0,0,0,N/A
1539557,"November 1, 2019",Texas,"San Angelo","1616 S Chadbourne St",4,0,0,0,2,N/A
1539347,"October 31, 2019",California,Orinda,"114 Lucille Way",3,5,0,0,0,N/A
1537992,"October 30, 2019",Pennsylvania,Philadelphia,"5026 Walton Ave",0,4,0,0,1,N/A
1537044,"October 29, 2019",Maryland,Baltimore,"4700 block of Liberty Heights Ave",3,1,0,0,0,N/A
1537672,"October 29, 2019",California,"Long Beach","2709 E 7th St",9,3,0,0,11,N/A
1536787,"October 28, 2019",Maryland,Baltimore,"4160 Pimlico Rd",3,1,0,0,0,N/A
1536706,"October 27, 2019",Michigan,Detroit,"East Outer Dr and Helen St",4,0,0,0,0,N/A
1535629,"October 27, 2019",Michigan,Lansing,"Balfour Dr and W Miller Rd",4,1,0,0,0,N/A
1535478,"October 26, 2019",Texas,Greenville,"2275 US-380",6,2,0,0,0,N/A
1534704,"October 24, 2019",Oklahoma,"Oklahoma City","1900 block of NW 12th St",2,2,0,0,0,N/A
1533166,"October 22, 2019",Oklahoma,"Oklahoma City (Midwest City)","7020 E Green Ave",3,1,0,0,0,N/A
1531326,"October 21, 2019","South Carolina",Sumter,"29 Wesmark Blvd",4,0,0,0,1,N/A
1530965,"October 20, 2019",Texas,"Port Arthur","1100 block of Vicksburg Ave",3,1,0,0,0,N/A
1530407,"October 19, 2019",Pennsylvania,Duquesne,"600 block of Priscilla Ave",4,0,0,0,0,N/A
1530276,"October 19, 2019",Texas,"El Paso","3812 Truman Ave",4,1,0,0,1,N/A
1527528,"October 15, 2019",Ohio,Columbus,"1600 block of Manchester Ave",4,0,0,0,0,N/A
1525999,"October 13, 2019",Pennsylvania,Philadelphia,"W Clearfield St and N 8th St",6,0,0,0,0,N/A
1526952,"October 13, 2019",Ohio,Akron,"Main St",4,0,0,0,0,N/A
1525062,"October 12, 2019","New York",Brooklyn,"75 Utica Ave",3,3,0,1,0,N/A
1525476,"October 12, 2019",Illinois,Chicago,"6733 W Irving Park Rd",0,5,0,0,1,N/A
1525408,"October 12, 2019",Pennsylvania,Philadelphia,"700 block of W Russell St",3,1,0,0,0,N/A
1525628,"October 12, 2019",Maryland,Baltimore,"800 block of W Lexington St",3,1,0,0,0,N/A
1525265,"October 12, 2019",Michigan,Eastpointe,"15163 E 10 Mile Rd",5,1,0,0,1,N/A
1523606,"October 10, 2019",Florida,Tampa,"5410 N Falkenburg Rd",2,2,0,0,0,N/A
1524264,"October 10, 2019",Pennsylvania,Philadelphia,"900 block of S 5th St",5,0,0,0,0,N/A
1522979,"October 9, 2019",Massachusetts,Lowell,"149 Ennell Street",5,0,0,0,0,N/A
1523204,"October 9, 2019",Maryland,Baltimore,"1600 block of W North Ave",3,1,0,0,0,N/A
1521226,"October 7, 2019",Massachusetts,Abington,"135 Centre Ave",0,4,0,1,0,N/A
1520425,"October 6, 2019",Indiana,Evansville,"1127 Chestnut St",5,0,0,0,1,N/A
1520499,"October 6, 2019",Colorado,Denver,"7100 block of Ruth Way",4,0,0,0,0,N/A
1520330,"October 6, 2019",Kansas,"Kansas City","1013 Central Ave",5,4,0,0,2,N/A
1520547,"October 5, 2019",Missouri,"Saint Louis","10035 Crown Point Dr",5,0,0,0,0,N/A
1519090,"October 3, 2019","North Carolina",Roxboro,"700 South Foushee St",3,1,0,0,0,N/A
1518859,"October 3, 2019",Missouri,Marshall,"S Olson Ave",3,1,0,0,1,N/A
1517804,"October 1, 2019",Missouri,"Saint Louis","Leonor K. Sullivan Blvd and Poplar St",4,0,0,0,0,N/A
1515312,"September 29, 2019",Illinois,"Round Lake (Round Lake Park)","500 block of Fairlawn Ave",3,1,0,0,0,N/A
1515242,"September 29, 2019",Wisconsin,Milwaukee,"1500 block of N 29th St",4,0,0,0,0,N/A
1515128,"September 29, 2019",Florida,Jacksonville,"2200 block of Clemente Dr",4,0,0,0,0,N/A
1517360,"September 29, 2019",Kansas,Claflin,"1500 block of NE 100th Rd",4,0,0,0,0,N/A
1515327,"September 29, 2019",Texas,Beaumont,"4100 block of Highland Ave",0,4,0,0,1,N/A
1511999,"September 24, 2019",Illinois,Chicago,"2000 block of South Hoyne Ave",3,1,0,0,0,N/A
1510411,"September 23, 2019",Indiana,Gary,"1600 block of Connecticut St",2,2,0,0,1,N/A
1509721,"September 22, 2019",Missouri,"Kansas City","2111 Television Plaza",5,0,0,0,0,N/A
1509411,"September 21, 2019",Louisiana,"New Orleans","Poland Ave and St. Claude Ave",4,0,0,0,0,N/A
1508804,"September 21, 2019","South Carolina",Lancaster,"1399 Old Charlotte Rd",8,2,0,0,1,N/A
1512486,"September 21, 2019",Ohio,Cleveland,"3616 East 144th St",0,4,0,0,1,N/A
1509510,"September 21, 2019",Indiana,Indianapolis,"101 W Maryland St",6,0,0,0,0,N/A
1508859,"September 20, 2019",Louisiana,"New Orleans","Canal Blvd and City Park Ave",5,1,0,0,1,N/A
1507939,"September 19, 2019","District of Columbia",Washington,"1300 block of Columbia Rd NW",5,1,0,0,0,N/A
1507156,"September 18, 2019",Illinois,Chicago,"4200 block of W Madison St",1,3,0,0,0,N/A
1507092,"September 18, 2019",California,Wilmington,"800 block of Bayview Ave",2,2,0,0,0,N/A
1505354,"September 16, 2019",Wyoming,Cheyenne,"3436 E 11th St",2,2,0,0,1,N/A
1504030,"September 14, 2019",Missouri,"Saint Louis","5200 block of Tennessee Ave",3,1,0,0,0,N/A
1504012,"September 14, 2019",California,Oakland,"38th Ave and MacArthur Blvd",4,1,0,0,1,N/A
1504387,"September 14, 2019",Georgia,Lagrange,"1400 block of Elm St",4,0,0,0,1,N/A
1503207,"September 12, 2019","New Mexico",Albuquerque,"1919 Ladera Dr NW",0,1,4,0,2,N/A
1503192,"September 12, 2019","New Mexico",Albuquerque,"1028 Lura Pl SW",2,4,0,0,0,N/A
1501350,"September 10, 2019",Illinois,Chicago,"2200 block of W Maypole Ave",4,0,0,0,0,N/A
